"","ctryname","cowcode2","politycode","un_region_name","un_continent_name","ehead","democracy","begindateleaderdem","enddateleaderdem","tenuredem","rightcensdem"
"542","France",220,220,"Western Europe","Europe","Georges Bidault","Democracy",1949,1949,1,1
"543","France",220,220,"Western Europe","Europe","Rene Pleven","Democracy",1950,1951,2,1
"544","France",220,220,"Western Europe","Europe","Antoine Pinay","Democracy",1952,1952,1,1
"545","France",220,220,"Western Europe","Europe","Joseph Laniel","Democracy",1953,1953,1,1
"546","France",220,220,"Western Europe","Europe","Pierre Mendes-France","Democracy",1954,1954,1,1
"547","France",220,220,"Western Europe","Europe","Edgar Faure","Democracy",1955,1955,1,1
"548","France",220,220,"Western Europe","Europe","Guy Mollet","Democracy",1956,1956,1,1
"549","France",220,220,"Western Europe","Europe","Felix Gaillard","Democracy",1957,1957,1,1
"550","France",220,220,"Western Europe","Europe","Charles de Gaulle","Democracy",1958,1958,1,1
"551","France",220,220,"Western Europe","Europe","Michel Debre","Democracy",1959,1961,3,1
"552","France",220,220,"Western Europe","Europe","Georges Pompidou","Democracy",1962,1967,6,1
"553","France",220,220,"Western Europe","Europe","Maurice Couve de Murville","Democracy",1968,1968,1,1
"554","France",220,220,"Western Europe","Europe","Jacques Chaban-Delmas","Democracy",1969,1971,3,1
"555","France",220,220,"Western Europe","Europe","Pierre Messmer","Democracy",1972,1973,2,1
"556","France",220,220,"Western Europe","Europe","Jacques Chirac","Democracy",1974,1975,2,1
"557","France",220,220,"Western Europe","Europe","Raymond Barre","Democracy",1976,1980,5,1
"558","France",220,220,"Western Europe","Europe","Pierre Mauroy","Democracy",1981,1983,3,1
"559","France",220,220,"Western Europe","Europe","Laurent Fabius","Democracy",1984,1985,2,1
"560","France",220,220,"Western Europe","Europe","Jacques Chirac","Democracy",1986,1987,2,1
"561","France",220,220,"Western Europe","Europe","Michel Rocard","Democracy",1988,1990,3,1
"562","France",220,220,"Western Europe","Europe","Edith Cresson","Democracy",1991,1991,1,1
"563","France",220,220,"Western Europe","Europe","Pierre Beregovoy","Democracy",1992,1992,1,1
"564","France",220,220,"Western Europe","Europe","Edouard Balladur","Democracy",1993,1994,2,1
"565","France",220,220,"Western Europe","Europe","Alain Juppe","Democracy",1995,1996,2,1
"566","France",220,220,"Western Europe","Europe","Lionel Jospin","Democracy",1997,2001,5,1
"567","France",220,220,"Western Europe","Europe","Jean-Pierre Raffarin","Democracy",2002,2004,3,1
"568","France",220,220,"Western Europe","Europe","Dominique de Villepin","Democracy",2005,2006,2,1
"569","France",220,220,"Western Europe","Europe","Franï¿½ois Fillon","Democracy",2007,2008,2,0
"570","Gabon",481,481,"Middle Africa","Africa","Leon Mba","Non-democracy",1960,1966,7,0
"571","Gabon",481,481,"Middle Africa","Africa","Albert-Bernard Bongo","Non-democracy",1967,2008,42,0
"572","Gambia",420,420,"Western Africa","Africa","Dauda Jawara","Non-democracy",1962,1993,32,1
"573","Gambia",420,420,"Western Africa","Africa","Yahya Jammeh","Non-democracy",1994,2008,15,0
"574","Georgia",372,372,"Western Asia","Asia","Zviad Gamsakhurdia","Non-democracy",1990,1991,2,1
"575","Georgia",372,372,"Western Asia","Asia","Eduard Shevardnadze","Non-democracy",1992,2002,11,1
"576","Georgia",372,372,"Western Asia","Asia","Nino Burdzhanadze","Non-democracy",2003,2003,1,1
"577","Georgia",372,372,"Western Asia","Asia","Zurab Zhvania","Democracy",2004,2004,1,1
"578","Georgia",372,372,"Western Asia","Asia","Zurab Nogaideli","Democracy",2005,2006,2,1
"579","Georgia",372,372,"Western Asia","Asia","Lado Gurgenidze","Democracy",2007,2007,1,1
"580","Georgia",372,372,"Western Asia","Asia","Grigol Mgaloblishvili","Democracy",2008,2008,1,0
"581","Germany",255,255,"Western Europe","Europe","Helmut Kohl","Democracy",1990,1997,8,1
"582","Germany",255,255,"Western Europe","Europe","Gerhard Schroeder","Democracy",1998,2004,7,1
"583","Germany",255,255,"Western Europe","Europe","Angela Merkel","Democracy",2005,2008,4,0
"584","Germany, East",265,265,"Western Europe","Europe","Wilhelm Pieck + Otto Grotewohl","Non-democracy",1946,1949,4,1
"585","Germany, East",265,265,"Western Europe","Europe","Walter Ulbricht","Non-democracy",1950,1970,21,1
"586","Germany, East",265,265,"Western Europe","Europe","Erich Honecker","Non-democracy",1971,1988,18,1
"587","Germany, East",265,265,"Western Europe","Europe","Egon Krenz","Non-democracy",1989,1989,1,0
"588","Germany, West",260,260,"Western Europe","Europe","Konrad Adenauer","Democracy",1949,1962,14,1
"589","Germany, West",260,260,"Western Europe","Europe","Ludwig Erhard","Democracy",1963,1965,3,1
"590","Germany, West",260,260,"Western Europe","Europe","Kurt-Georg Kiesinger","Democracy",1966,1968,3,1
"591","Germany, West",260,260,"Western Europe","Europe","Willy Brandt","Democracy",1969,1973,5,1
"592","Germany, West",260,260,"Western Europe","Europe","Helmut Schmidt","Democracy",1974,1981,8,1
"593","Germany, West",260,260,"Western Europe","Europe","Helmut Kohl","Democracy",1982,1989,8,0
"594","Ghana",452,452,"Western Africa","Africa","Kwame Nkrumah","Non-democracy",1952,1965,14,1
"595","Ghana",452,452,"Western Africa","Africa","Joseph Ankrah","Non-democracy",1966,1968,3,1
"596","Ghana",452,452,"Western Africa","Africa","Kofi Busia","Democracy",1969,1971,3,1
"597","Ghana",452,452,"Western Africa","Africa","Ignatius Acheampong","Non-democracy",1972,1977,6,1
"598","Ghana",452,452,"Western Africa","Africa","Frederick Akuffo","Non-democracy",1978,1978,1,1
"599","Ghana",452,452,"Western Africa","Africa","Hilla Limann","Democracy",1979,1980,2,1
"600","Ghana",452,452,"Western Africa","Africa","Jerry Rawlings","Non-democracy",1981,1992,12,1
"601","Ghana",452,452,"Western Africa","Africa","Jerry Rawlings","Democracy",1993,2000,8,1
"602","Ghana",452,452,"Western Africa","Africa","John Agyekum Kufuor","Democracy",2001,2008,8,0
"603","Greece",350,350,"Southern Europe","Europe","Constantine Tsaldaris","Democracy",1946,1946,1,1
"604","Greece",350,350,"Southern Europe","Europe","Themistocles Sophoulis","Democracy",1947,1948,2,1
"605","Greece",350,350,"Southern Europe","Europe","Alexandros Diomidis","Democracy",1949,1949,1,1
"606","Greece",350,350,"Southern Europe","Europe","Nikolas Plastiras","Democracy",1950,1951,2,1
"607","Greece",350,350,"Southern Europe","Europe","Alexandros Papagos","Democracy",1952,1954,3,0
"608","Greece",350,350,"Southern Europe","Europe","Konstantinos Karamanlis","Democracy",1955,1962,8,1
"609","Greece",350,350,"Southern Europe","Europe","Ioannis Paraskevopoulos","Democracy",1963,1963,1,1
"610","Greece",350,350,"Southern Europe","Europe","Georgios Papandreou","Democracy",1964,1964,1,1
"611","Greece",350,350,"Southern Europe","Europe","Stephanos Stephanopoulos","Democracy",1965,1965,1,1
"612","Greece",350,350,"Southern Europe","Europe","Ioannis Paraskevopoulos","Democracy",1966,1966,1,1
"613","Greece",350,350,"Southern Europe","Europe","Georgios Papadopoulos","Non-democracy",1967,1972,6,1
"614","Greece",350,350,"Southern Europe","Europe","Phaidon Gizikis","Non-democracy",1973,1973,1,1
"615","Greece",350,350,"Southern Europe","Europe","Konstantinos Karamanlis","Democracy",1974,1979,6,1
"616","Greece",350,350,"Southern Europe","Europe","Georgios Rallis","Democracy",1980,1980,1,1
"617","Greece",350,350,"Southern Europe","Europe","Andreas Papandreou","Democracy",1981,1988,8,1
"618","Greece",350,350,"Southern Europe","Europe","Xenophon Zolotas","Democracy",1989,1989,1,1
"619","Greece",350,350,"Southern Europe","Europe","Konstantinos Mitsotakis","Democracy",1990,1992,3,1
"620","Greece",350,350,"Southern Europe","Europe","Andreas Papandreou","Democracy",1993,1995,3,0
"621","Greece",350,350,"Southern Europe","Europe","Kostas Simitis","Democracy",1996,2003,8,1
"622","Greece",350,350,"Southern Europe","Europe","Konstantinos A. (Kostas) Karamanlis","Democracy",2004,2008,5,0
"623","Grenada",55,55,"Caribbean","Americas","Eric Gairy","Democracy",1967,1978,12,1
"624","Grenada",55,55,"Caribbean","Americas","Maurice Bishop","Non-democracy",1979,1982,4,0
"625","Grenada",55,55,"Caribbean","Americas","Nicholas Brathwaite","Non-democracy",1983,1983,1,1
"626","Grenada",55,55,"Caribbean","Americas","Herbert Blaize","Democracy",1984,1988,5,0
"627","Grenada",55,55,"Caribbean","Americas","Ben Jones","Democracy",1989,1989,1,1
"628","Grenada",55,55,"Caribbean","Americas","Nicholas Brathwaite","Democracy",1990,1994,5,1
"629","Grenada",55,55,"Caribbean","Americas","Keith Mitchell","Democracy",1995,2007,13,1
"630","Grenada",55,55,"Caribbean","Americas","Tillman Joseph Thomas","Democracy",2008,2008,1,0
"631","Guatemala",90,90,"Central America","Americas","Juan Arevalo","Democracy",1945,1950,6,1
"632","Guatemala",90,90,"Central America","Americas","Jacobo Arbenz Guzman","Democracy",1951,1953,3,1
"633","Guatemala",90,90,"Central America","Americas","Carlos Castillo Armas","Non-democracy",1954,1956,3,0
"634","Guatemala",90,90,"Central America","Americas","Guillermo Flores Avendano","Non-democracy",1957,1957,1,1
"635","Guatemala",90,90,"Central America","Americas","Miguel Ydigoras Fuentes","Democracy",1958,1962,5,1
"636","Guatemala",90,90,"Central America","Americas","Enrique Peralta Azurdia","Non-democracy",1963,1965,3,1
"637","Guatemala",90,90,"Central America","Americas","Julio Mendez Montenegro","Democracy",1966,1969,4,1
"638","Guatemala",90,90,"Central America","Americas","Carlos Arana Osorio","Democracy",1970,1973,4,1
"639","Guatemala",90,90,"Central America","Americas","Kjell Laugerud Garcia","Democracy",1974,1977,4,1
"640","Guatemala",90,90,"Central America","Americas","Romeo Lucas Garcia","Democracy",1978,1981,4,1
"641","Guatemala",90,90,"Central America","Americas","Efrain Rios Montt","Non-democracy",1982,1982,1,1
"642","Guatemala",90,90,"Central America","Americas","Oscar Humberto Mejia Victores","Non-democracy",1983,1985,3,1
"643","Guatemala",90,90,"Central America","Americas","Marco Vinicio Cerezo Arevalo","Democracy",1986,1990,5,1
"644","Guatemala",90,90,"Central America","Americas","Jorge Serrano Elias","Democracy",1991,1992,2,1
"645","Guatemala",90,90,"Central America","Americas","Ramiro de Leon Carpio","Democracy",1993,1995,3,1
"646","Guatemala",90,90,"Central America","Americas","Alvaro Arzu Irigoyen","Democracy",1996,1999,4,1
"647","Guatemala",90,90,"Central America","Americas","Alfonso Antonio Portillo Cabrera","Democracy",2000,2007,8,1
"648","Guatemala",90,90,"Central America","Americas","ï¿½lvaro Colom Caballeros","Democracy",2008,2008,1,0
"649","Guinea",438,438,"Western Africa","Africa","Ahmed Sekou Toure","Non-democracy",1958,1983,26,0
"650","Guinea",438,438,"Western Africa","Africa","Lansana Conte","Non-democracy",1984,2007,24,0
"651","Guinea",438,438,"Western Africa","Africa","Moussa Dadis Camara","Non-democracy",2008,2008,1,0
"652","Guinea-Bissau",404,404,"Western Africa","Africa","Luis Cabral","Non-democracy",1974,1979,6,1
"653","Guinea-Bissau",404,404,"Western Africa","Africa","Joao Vieira","Non-democracy",1980,1998,19,1
"654","Guinea-Bissau",404,404,"Western Africa","Africa","Ansumane Mane","Non-democracy",1999,1999,1,1
"655","Guinea-Bissau",404,404,"Western Africa","Africa","Kumba Iala","Democracy",2000,2002,3,1
"656","Guinea-Bissau",404,404,"Western Africa","Africa","Henrique Rosa","Non-democracy",2003,2003,1,1
"657","Guinea-Bissau",404,404,"Western Africa","Africa","Carlos Gomes","Democracy",2004,2004,1,1
"658","Guinea-Bissau",404,404,"Western Africa","Africa","Aristides Gomes","Democracy",2005,2006,2,1
"659","Guinea-Bissau",404,404,"Western Africa","Africa","Martinho Ndafa Cabi","Democracy",2007,2007,1,1
"660","Guinea-Bissau",404,404,"Western Africa","Africa","Carlos Correia","Democracy",2008,2008,1,0
"661","Guyana",110,110,"South America","Americas","Forbes Burnham","Non-democracy",1966,1984,19,0
"662","Guyana",110,110,"South America","Americas","Desmond Hoyte","Non-democracy",1985,1991,7,1
"663","Guyana",110,110,"South America","Americas","Cheddi Jagan","Non-democracy",1992,1996,5,0
"664","Guyana",110,110,"South America","Americas","Janet Jagan","Non-democracy",1997,1998,2,1
"665","Guyana",110,110,"South America","Americas","Bharrat Jagdeo","Non-democracy",1999,2008,10,0
"666","Haiti",41,41,"Caribbean","Americas","Dumarsais Estime","Non-democracy",1946,1949,4,1
"667","Haiti",41,41,"Caribbean","Americas","Paul Eugene Magloire","Non-democracy",1950,1955,6,1
"668","Haiti",41,41,"Caribbean","Americas","Joseph Nemours Pierre-Louis","Non-democracy",1956,1956,1,1
"669","Haiti",41,41,"Caribbean","Americas","Francois Duvalier","Non-democracy",1957,1970,14,0
"670","Haiti",41,41,"Caribbean","Americas","Jean-Claude Duvalier","Non-democracy",1971,1985,15,1
"671","Haiti",41,41,"Caribbean","Americas","Henri Namphy","Non-democracy",1986,1987,2,1
"672","Haiti",41,41,"Caribbean","Americas","Prosper Avril","Non-democracy",1988,1989,2,1
"673","Haiti",41,41,"Caribbean","Americas","Ertha Pascal-Trouillot","Non-democracy",1990,1990,1,1
"674","Haiti",41,41,"Caribbean","Americas","Joseph Nerette","Non-democracy",1991,1991,1,1
"675","Haiti",41,41,"Caribbean","Americas","Marc Bazin","Non-democracy",1992,1992,1,1
"676","Haiti",41,41,"Caribbean","Americas","Jean-Bertrand Aristide","Non-democracy",1993,1995,3,1
"677","Haiti",41,41,"Caribbean","Americas","Rene Garcia Preval","Non-democracy",1996,2000,5,1
"678","Haiti",41,41,"Caribbean","Americas","Jean-Bertrand Aristide","Non-democracy",2001,2003,3,1
"679","Haiti",41,41,"Caribbean","Americas","Boniface Alexandre","Non-democracy",2004,2005,2,1
"680","Haiti",41,41,"Caribbean","Americas","Rene Garcia Preval","Non-democracy",2006,2008,3,0
"681","Honduras",91,91,"Central America","Americas","Tiburcio Carias Andino","Non-democracy",1933,1948,16,1
"682","Honduras",91,91,"Central America","Americas","Juan Manuel Galvez","Non-democracy",1949,1953,5,1
"683","Honduras",91,91,"Central America","Americas","Julio Lozano Diaz","Non-democracy",1954,1955,2,1
"684","Honduras",91,91,"Central America","Americas","Roque Rodriguez","Non-democracy",1956,1956,1,1
"685","Honduras",91,91,"Central America","Americas","Ramon Villeda Morales","Democracy",1957,1962,6,1
"686","Honduras",91,91,"Central America","Americas","Oswaldo Lopez Arellano","Non-democracy",1963,1970,8,1
"687","Honduras",91,91,"Central America","Americas","Ramon Ernesto Cruz Ucles","Democracy",1971,1971,1,1
"688","Honduras",91,91,"Central America","Americas","Oswaldo Lopez Arellano","Non-democracy",1972,1974,3,1
"689","Honduras",91,91,"Central America","Americas","Juan Alberto Melgar Castro","Non-democracy",1975,1977,3,1
"690","Honduras",91,91,"Central America","Americas","Policarpo Paz Garcia","Non-democracy",1978,1981,4,1
"691","Honduras",91,91,"Central America","Americas","Roberto Suazo Cordova","Democracy",1982,1985,4,1
"692","Honduras",91,91,"Central America","Americas","Jose Azcona Hoyo","Democracy",1986,1989,4,1
"693","Honduras",91,91,"Central America","Americas","Rafael Leonardo Callejas","Democracy",1990,1993,4,1
"694","Honduras",91,91,"Central America","Americas","Carlos Roberto Reina Idiaquez","Democracy",1994,1997,4,1
"695","Honduras",91,91,"Central America","Americas","Carlos Roberto Flores Facusse","Democracy",1998,2001,4,1
"696","Honduras",91,91,"Central America","Americas","Ricardo Maduro Joest","Democracy",2002,2005,4,1
"697","Honduras",91,91,"Central America","Americas","Josï¿½ Manuel Zelaya Rosales","Democracy",2006,2008,3,0
"698","Hungary",310,310,"Eastern Europe","Europe","Matyas Rakosi","Non-democracy",1945,1955,11,1
"699","Hungary",310,310,"Eastern Europe","Europe","Janos Kadar","Non-democracy",1956,1987,32,1
"700","Hungary",310,310,"Eastern Europe","Europe","Karoly Grosz","Non-democracy",1988,1988,1,1
"701","Hungary",310,310,"Eastern Europe","Europe","Miklos Nemeth","Non-democracy",1989,1989,1,1
"702","Hungary",310,310,"Eastern Europe","Europe","Jozsef Antall","Democracy",1990,1992,3,0
"703","Hungary",310,310,"Eastern Europe","Europe","Peter Boross","Democracy",1993,1993,1,1
"704","Hungary",310,310,"Eastern Europe","Europe","Gyula Horn","Democracy",1994,1997,4,1
"705","Hungary",310,310,"Eastern Europe","Europe","Viktor Orban","Democracy",1998,2001,4,1
"706","Hungary",310,310,"Eastern Europe","Europe","Peter Medgyessy","Democracy",2002,2003,2,1
"707","Hungary",310,310,"Eastern Europe","Europe","Ferenc Gyurcsï¿½ny","Democracy",2004,2008,5,0
"708","Iceland",395,395,"Northern Europe","Europe","Olafur Thors","Democracy",1944,1946,3,1
"709","Iceland",395,395,"Northern Europe","Europe","Stefan Stefansson","Democracy",1947,1948,2,1
"710","Iceland",395,395,"Northern Europe","Europe","Olafur Thors","Democracy",1949,1949,1,1
"711","Iceland",395,395,"Northern Europe","Europe","Steingrimur Steinthorsson","Democracy",1950,1952,3,1
"712","Iceland",395,395,"Northern Europe","Europe","Olafur Thors","Democracy",1953,1955,3,1
"713","Iceland",395,395,"Northern Europe","Europe","Hermann Jonasson","Democracy",1956,1957,2,1
"714","Iceland",395,395,"Northern Europe","Europe","Emil Jonsson","Democracy",1958,1958,1,1
"715","Iceland",395,395,"Northern Europe","Europe","Olafur Thors","Democracy",1959,1962,4,1
"716","Iceland",395,395,"Northern Europe","Europe","Bjarni Benediktsson","Democracy",1963,1969,7,0
"717","Iceland",395,395,"Northern Europe","Europe","Johann Hafstein","Democracy",1970,1970,1,1
"718","Iceland",395,395,"Northern Europe","Europe","Olafur Johannesson","Democracy",1971,1973,3,1
"719","Iceland",395,395,"Northern Europe","Europe","Geir Hallgrimsson","Democracy",1974,1977,4,1
"720","Iceland",395,395,"Northern Europe","Europe","Olafur Johannesson","Democracy",1978,1978,1,1
"721","Iceland",395,395,"Northern Europe","Europe","Benedikt Groendal","Democracy",1979,1979,1,1
"722","Iceland",395,395,"Northern Europe","Europe","Gunnar Thoroddsen","Democracy",1980,1982,3,1
"723","Iceland",395,395,"Northern Europe","Europe","Steingrimur Hermannsson","Democracy",1983,1986,4,1
"724","Iceland",395,395,"Northern Europe","Europe","Thorsteinn Palsson","Democracy",1987,1987,1,1
"725","Iceland",395,395,"Northern Europe","Europe","Steingrimur Hermannsson","Democracy",1988,1990,3,1
"726","Iceland",395,395,"Northern Europe","Europe","David Oddsson","Democracy",1991,2003,13,1
"727","Iceland",395,395,"Northern Europe","Europe","Halldï¿½r ï¿½sgrï¿½msson","Democracy",2004,2005,2,1
"728","Iceland",395,395,"Northern Europe","Europe","Geir Hilmar Haarde","Democracy",2006,2008,3,0
"729","India",750,750,"Southern Asia","Asia","Jawaharlal Nehru","Democracy",1947,1963,17,0
"730","India",750,750,"Southern Asia","Asia","Lal Bahadur Shastri","Democracy",1964,1965,2,1
"731","India",750,750,"Southern Asia","Asia","Indira Gandhi","Democracy",1966,1976,11,1
"732","India",750,750,"Southern Asia","Asia","Morarji Desai","Democracy",1977,1978,2,1
"733","India",750,750,"Southern Asia","Asia","Charan Singh","Democracy",1979,1979,1,1
"734","India",750,750,"Southern Asia","Asia","Indira Gandhi","Democracy",1980,1983,4,0
"735","India",750,750,"Southern Asia","Asia","Rajiv Gandhi","Democracy",1984,1988,5,0
"736","India",750,750,"Southern Asia","Asia","Vishwanath Pratap Singh","Democracy",1989,1989,1,1
"737","India",750,750,"Southern Asia","Asia","Chandra Shekhar","Democracy",1990,1990,1,1
"738","India",750,750,"Southern Asia","Asia","P.V. Narasimha Rao","Democracy",1991,1995,5,1
"739","India",750,750,"Southern Asia","Asia","H.D. Deve Gowda","Democracy",1996,1996,1,1
"740","India",750,750,"Southern Asia","Asia","Inder Kumar Gujral","Democracy",1997,1997,1,1
"741","India",750,750,"Southern Asia","Asia","Atal Bihari Vajpayee","Democracy",1998,2003,6,1
"742","India",750,750,"Southern Asia","Asia","Manmohan Singh","Democracy",2004,2008,5,0
"743","Indonesia",850,850,"South-Eastern Asia","Asia","Sukarno","Non-democracy",1945,1965,21,1
"744","Indonesia",850,850,"South-Eastern Asia","Asia","Suharto","Non-democracy",1966,1997,32,1
"745","Indonesia",850,850,"South-Eastern Asia","Asia","military","Non-democracy",1998,1998,1,1
"746","Indonesia",850,850,"South-Eastern Asia","Asia","Abdurrahman Wahid","Democracy",1999,2000,2,1
"747","Indonesia",850,850,"South-Eastern Asia","Asia","Megawati Sukarnoputri","Democracy",2001,2003,3,1
"748","Indonesia",850,850,"South-Eastern Asia","Asia","Susilo Bambang Yudhoyono","Democracy",2004,2008,5,0
"749","Iran",630,630,"Southern Asia","Asia","Mohammed Reza Pahlavi","Non-democracy",1941,1978,38,1
"750","Iran",630,630,"Southern Asia","Asia","Ayatollah Ruhollah Khomeini","Non-democracy",1979,1988,10,0
"751","Iran",630,630,"Southern Asia","Asia","Ayatollah Sayyed Ali Khamenei","Non-democracy",1989,2008,20,0
"752","Iraq",645,645,"Western Asia","Asia","Abdul-Ilah","Non-democracy",1939,1952,14,1
"753","Iraq",645,645,"Western Asia","Asia","Faisal II","Non-democracy",1953,1957,5,0
"754","Iraq",645,645,"Western Asia","Asia","Najib el-Rubai","Non-democracy",1958,1962,5,1
"755","Iraq",645,645,"Western Asia","Asia","Abdul Salam Arif","Non-democracy",1963,1965,3,0
"756","Iraq",645,645,"Western Asia","Asia","Abdul Rahman Arif","Non-democracy",1966,1967,2,1
"757","Iraq",645,645,"Western Asia","Asia","Ahmed al-Bakr","Non-democracy",1968,1978,11,1
"758","Iraq",645,645,"Western Asia","Asia","Saddam Hussein","Non-democracy",1979,2002,24,1
"759","Iraq",645,645,"Western Asia","Asia","Lt. Gen. John P. Abizaid","Non-democracy",2003,2008,6,0
"760","Ireland",205,205,"Northern Europe","Europe","Eamon de Valera","Democracy",1932,1947,16,1
"761","Ireland",205,205,"Northern Europe","Europe","John Costello","Democracy",1948,1950,3,1
"762","Ireland",205,205,"Northern Europe","Europe","Eamon de Valera","Democracy",1951,1953,3,1
"763","Ireland",205,205,"Northern Europe","Europe","John Costello","Democracy",1954,1956,3,1
"764","Ireland",205,205,"Northern Europe","Europe","Eamon de Valera","Democracy",1957,1958,2,1
"765","Ireland",205,205,"Northern Europe","Europe","Sean Lemass","Democracy",1959,1965,7,1
"766","Ireland",205,205,"Northern Europe","Europe","John Lynch","Democracy",1966,1972,7,1
"767","Ireland",205,205,"Northern Europe","Europe","Liam Cosgrave","Democracy",1973,1976,4,1
"768","Ireland",205,205,"Northern Europe","Europe","John Lynch","Democracy",1977,1978,2,1
"769","Ireland",205,205,"Northern Europe","Europe","Charles Haughey","Democracy",1979,1980,2,1
"770","Ireland",205,205,"Northern Europe","Europe","Garret Fitzgerald","Democracy",1981,1986,6,1
"771","Ireland",205,205,"Northern Europe","Europe","Charles Haughey","Democracy",1987,1991,5,1
"772","Ireland",205,205,"Northern Europe","Europe","Albert Reynolds","Democracy",1992,1993,2,1
"773","Ireland",205,205,"Northern Europe","Europe","John Bruton","Democracy",1994,1996,3,1
"774","Ireland",205,205,"Northern Europe","Europe","Bertie Ahern","Democracy",1997,2007,11,1
"775","Ireland",205,205,"Northern Europe","Europe","Brian Cowen","Democracy",2008,2008,1,0
"776","Israel",666,666,"Western Asia","Asia","David Ben-Gurion","Democracy",1948,1952,5,1
"777","Israel",666,666,"Western Asia","Asia","Moshe Sharett","Democracy",1953,1954,2,1
"778","Israel",666,666,"Western Asia","Asia","David Ben-Gurion","Democracy",1955,1962,8,1
"779","Israel",666,666,"Western Asia","Asia","Levi Eshkol","Democracy",1963,1968,6,0
"780","Israel",666,666,"Western Asia","Asia","Golda Meir","Democracy",1969,1973,5,1
"781","Israel",666,666,"Western Asia","Asia","Yitzhak Rabin","Democracy",1974,1976,3,1
"782","Israel",666,666,"Western Asia","Asia","Menachem Begin","Democracy",1977,1982,6,1
"783","Israel",666,666,"Western Asia","Asia","Yitzhak Shamir","Democracy",1983,1983,1,1
"784","Israel",666,666,"Western Asia","Asia","Shimon Peres","Democracy",1984,1985,2,1
"785","Israel",666,666,"Western Asia","Asia","Yitzhak Shamir","Democracy",1986,1991,6,1
"786","Israel",666,666,"Western Asia","Asia","Yitzhak Rabin","Democracy",1992,1994,3,0
"787","Israel",666,666,"Western Asia","Asia","Shimon Peres","Democracy",1995,1995,1,1
"788","Israel",666,666,"Western Asia","Asia","Benjamin Netanyahu","Democracy",1996,1998,3,1
"789","Israel",666,666,"Western Asia","Asia","Ehud Barak","Democracy",1999,2000,2,1
"790","Israel",666,666,"Western Asia","Asia","Ariel Sharon","Democracy",2001,2005,5,1
"791","Israel",666,666,"Western Asia","Asia","Ehud Olmert","Democracy",2006,2008,3,1
"792","Italy",325,325,"Southern Europe","Europe","Alcide de Gasperi","Democracy",1945,1952,8,1
"793","Italy",325,325,"Southern Europe","Europe","Giuseppe Pella","Democracy",1953,1953,1,1
"794","Italy",325,325,"Southern Europe","Europe","Mario Scelba","Democracy",1954,1954,1,1
"795","Italy",325,325,"Southern Europe","Europe","Antonio Segni","Democracy",1955,1956,2,1
"796","Italy",325,325,"Southern Europe","Europe","Adone Zoli","Democracy",1957,1957,1,1
"797","Italy",325,325,"Southern Europe","Europe","Amintore Fanfani","Democracy",1958,1958,1,1
"798","Italy",325,325,"Southern Europe","Europe","Antonio Segni","Democracy",1959,1959,1,1
"799","Italy",325,325,"Southern Europe","Europe","Amintore Fanfani","Democracy",1960,1962,3,1
"800","Italy",325,325,"Southern Europe","Europe","Aldo Moro","Democracy",1963,1967,5,1
"801","Italy",325,325,"Southern Europe","Europe","Mariano Rumor","Democracy",1968,1969,2,1
"802","Italy",325,325,"Southern Europe","Europe","Emilio Colombo","Democracy",1970,1971,2,1
"803","Italy",325,325,"Southern Europe","Europe","Giulio Andreotti","Democracy",1972,1972,1,1
"804","Italy",325,325,"Southern Europe","Europe","Mariano Rumor","Democracy",1973,1973,1,1
"805","Italy",325,325,"Southern Europe","Europe","Aldo Moro","Democracy",1974,1975,2,1
"806","Italy",325,325,"Southern Europe","Europe","Giulio Andreotti","Democracy",1976,1978,3,1
"807","Italy",325,325,"Southern Europe","Europe","Francisco Cossiga","Democracy",1979,1979,1,1
"808","Italy",325,325,"Southern Europe","Europe","Arnaldo Forlani","Democracy",1980,1980,1,1
"809","Italy",325,325,"Southern Europe","Europe","Giovanni Spadolini","Democracy",1981,1981,1,1
"810","Italy",325,325,"Southern Europe","Europe","Amintore Fanfani","Democracy",1982,1982,1,1
"811","Italy",325,325,"Southern Europe","Europe","Benedetto Craxi","Democracy",1983,1986,4,1
"812","Italy",325,325,"Southern Europe","Europe","Giovanni Goria","Democracy",1987,1987,1,1
"813","Italy",325,325,"Southern Europe","Europe","Ciriaco de Mita","Democracy",1988,1988,1,1
"814","Italy",325,325,"Southern Europe","Europe","Giulio Andreotti","Democracy",1989,1991,3,1
"815","Italy",325,325,"Southern Europe","Europe","Giuliano Amato","Democracy",1992,1992,1,1
"816","Italy",325,325,"Southern Europe","Europe","Carlo Azeglio Ciampi","Democracy",1993,1993,1,1
"817","Italy",325,325,"Southern Europe","Europe","Silvio Berlusconi","Democracy",1994,1994,1,1
"818","Italy",325,325,"Southern Europe","Europe","Lamberto Dini","Democracy",1995,1995,1,1
"819","Italy",325,325,"Southern Europe","Europe","Romano Prodi","Democracy",1996,1997,2,1
"820","Italy",325,325,"Southern Europe","Europe","Massimo D'Alema","Democracy",1998,1999,2,1
"821","Italy",325,325,"Southern Europe","Europe","Guiliano Amato","Democracy",2000,2000,1,1
"822","Italy",325,325,"Southern Europe","Europe","Silvio Berlusconi","Democracy",2001,2005,5,1
"823","Italy",325,325,"Southern Europe","Europe","Romano Prodi","Democracy",2006,2007,2,1
"824","Italy",325,325,"Southern Europe","Europe","Silvio Berlusconi","Democracy",2008,2008,1,0
