"","ctryname","cowcode2","politycode","un_region_name","un_continent_name","ehead","democracy","leaderspelldem","begindateleaderdem","enddateleaderdem","tenuredem","rightcensdem","coldwar"
"1079","Madagascar",580,580,"Eastern Africa","Africa","Pascal Rakotomavo","Democracy","Pascal Rakotomavo.Madagascar.1997.1997.Democracy",1997,1997,1,1,FALSE
"1080","Madagascar",580,580,"Eastern Africa","Africa","Rene Tantely Andrianarivo","Democracy","Rene Tantely Andrianarivo.Madagascar.1998.2001.Democracy",1998,2001,4,1,FALSE
"1081","Madagascar",580,580,"Eastern Africa","Africa","Jacques Sylla","Democracy","Jacques Sylla.Madagascar.2002.2006.Democracy",2002,2006,5,1,FALSE
"1082","Madagascar",580,580,"Eastern Africa","Africa","Charles Rabemananjara","Democracy","Charles Rabemananjara.Madagascar.2007.2008.Democracy",2007,2008,2,0,FALSE
"1083","Malawi",553,553,"Eastern Africa","Africa","H. Kamuzu Banda","Non-democracy","H. Kamuzu Banda.Malawi.1964.1993.Non-democracy",1963,1989,27,1,TRUE
"1084","Malawi",553,553,"Eastern Africa","Africa","H. Kamuzu Banda","Non-democracy","H. Kamuzu Banda.Malawi.1964.1993.Non-democracy",1990,1993,4,1,FALSE
"1085","Malawi",553,553,"Eastern Africa","Africa","Bakili Muluzi","Democracy","Bakili Muluzi.Malawi.1994.2003.Democracy",1994,2003,10,1,FALSE
"1086","Malawi",553,553,"Eastern Africa","Africa","Bingu wa Mutharika","Democracy","Bingu wa Mutharika.Malawi.2004.2008.Democracy",2004,2008,5,0,FALSE
"1087","Malaysia",820,820,"South-Eastern Asia","Asia","Tunku Abdul Rahman Putra","Non-democracy","Tunku Abdul Rahman Putra.Malaysia.1957.1969.Non-democracy",1957,1969,13,1,TRUE
"1088","Malaysia",820,820,"South-Eastern Asia","Asia","Tun Abdul Razak bin Hussein","Non-democracy","Tun Abdul Razak bin Hussein.Malaysia.1970.1975.Non-democracy",1970,1975,6,0,TRUE
"1089","Malaysia",820,820,"South-Eastern Asia","Asia","Hussein bin Onn","Non-democracy","Hussein bin Onn.Malaysia.1976.1980.Non-democracy",1976,1980,5,1,TRUE
"1090","Malaysia",820,820,"South-Eastern Asia","Asia","Mahathir bin Mohamed","Non-democracy","Mahathir bin Mohamed.Malaysia.1981.2002.Non-democracy",1981,1989,9,1,TRUE
"1091","Malaysia",820,820,"South-Eastern Asia","Asia","Mahathir bin Mohamed","Non-democracy","Mahathir bin Mohamed.Malaysia.1981.2002.Non-democracy",1990,2002,13,1,FALSE
"1092","Malaysia",820,820,"South-Eastern Asia","Asia","Abdullah Ahmad Badawi","Non-democracy","Abdullah Ahmad Badawi.Malaysia.2003.2008.Non-democracy",2003,2008,6,0,FALSE
"1093","Maldives",781,781,"Southern Asia","Asia","Muhammad Farid Didi","Non-democracy","Muhammad Farid Didi.Maldives.1965.1967.Non-democracy",1954,1967,14,1,TRUE
"1094","Maldives",781,781,"Southern Asia","Asia","Ibrahim Nasir","Non-democracy","Ibrahim Nasir.Maldives.1968.1977.Non-democracy",1968,1977,10,1,TRUE
"1095","Maldives",781,781,"Southern Asia","Asia","Maumoon Abdul Gayoom","Non-democracy","Maumoon Abdul Gayoom.Maldives.1978.2007.Non-democracy",1978,1989,12,1,TRUE
"1096","Maldives",781,781,"Southern Asia","Asia","Maumoon Abdul Gayoom","Non-democracy","Maumoon Abdul Gayoom.Maldives.1978.2007.Non-democracy",1990,2007,18,1,FALSE
"1097","Maldives",781,781,"Southern Asia","Asia","Mohamed Nasheed","Democracy","Mohamed Nasheed.Maldives.2008.2008.Democracy",2008,2008,1,0,FALSE
"1098","Mali",432,432,"Western Africa","Africa","Modibo Keita","Non-democracy","Modibo Keita.Mali.1960.1967.Non-democracy",1959,1967,9,1,TRUE
"1099","Mali",432,432,"Western Africa","Africa","Moussa Traore","Non-democracy","Moussa Traore.Mali.1968.1990.Non-democracy",1968,1989,22,1,TRUE
"1100","Mali",432,432,"Western Africa","Africa","Moussa Traore","Non-democracy","Moussa Traore.Mali.1968.1990.Non-democracy",1990,1990,1,1,FALSE
"1101","Mali",432,432,"Western Africa","Africa","Amadou Toumani Toure","Non-democracy","Amadou Toumani Toure.Mali.1991.1991.Non-democracy",1991,1991,1,1,FALSE
"1102","Mali",432,432,"Western Africa","Africa","Younoussi Toure","Democracy","Younoussi Toure.Mali.1992.1992.Democracy",1992,1992,1,1,FALSE
"1103","Mali",432,432,"Western Africa","Africa","Abdoulaye Sekou Sow","Democracy","Abdoulaye Sekou Sow.Mali.1993.1993.Democracy",1993,1993,1,1,FALSE
"1104","Mali",432,432,"Western Africa","Africa","Ibrahima Boubacar Keita","Democracy","Ibrahima Boubacar Keita.Mali.1994.1999.Democracy",1994,1999,6,1,FALSE
"1105","Mali",432,432,"Western Africa","Africa","Mande Sidibe","Democracy","Mande Sidibe.Mali.2000.2001.Democracy",2000,2001,2,1,FALSE
"1106","Mali",432,432,"Western Africa","Africa","Ahmed Mohamed Ag Hamani","Democracy","Ahmed Mohamed Ag Hamani.Mali.2002.2003.Democracy",2002,2003,2,1,FALSE
"1107","Mali",432,432,"Western Africa","Africa","Ousmane Issoufi Maiga","Democracy","Ousmane Issoufi Maiga.Mali.2004.2006.Democracy",2004,2006,3,1,FALSE
"1108","Mali",432,432,"Western Africa","Africa","Modibo Sidibe","Democracy","Modibo Sidibe.Mali.2007.2008.Democracy",2007,2008,2,0,FALSE
"1109","Malta",338,338,"Southern Europe","Europe","George Borg Olivier","Democracy","George Borg Olivier.Malta.1964.1970.Democracy",1962,1970,9,1,TRUE
"1110","Malta",338,338,"Southern Europe","Europe","Dominic Mintoff","Democracy","Dominic Mintoff.Malta.1971.1983.Democracy",1971,1983,13,1,TRUE
"1111","Malta",338,338,"Southern Europe","Europe","Carmelo Mifsud-Bonnici","Democracy","Carmelo Mifsud-Bonnici.Malta.1984.1986.Democracy",1984,1986,3,1,TRUE
"1112","Malta",338,338,"Southern Europe","Europe","Eddie Fenech Adami","Democracy","Eddie Fenech Adami.Malta.1987.1995.Democracy",1987,1989,3,1,TRUE
"1113","Malta",338,338,"Southern Europe","Europe","Eddie Fenech Adami","Democracy","Eddie Fenech Adami.Malta.1987.1995.Democracy",1990,1995,6,1,FALSE
"1114","Malta",338,338,"Southern Europe","Europe","Alfred Sant","Democracy","Alfred Sant.Malta.1996.1997.Democracy",1996,1997,2,1,FALSE
"1115","Malta",338,338,"Southern Europe","Europe","Eddie Fenech Adami","Democracy","Eddie Fenech Adami.Malta.1998.2003.Democracy",1998,2003,6,1,FALSE
"1116","Malta",338,338,"Southern Europe","Europe","Lawrence Gonzi","Democracy","Lawrence Gonzi.Malta.2004.2008.Democracy",2004,2008,5,0,FALSE
"1117","Marshall Islands",983,983,"Micronesia","Oceania","Amata Kabua","Democracy","Amata Kabua.Marshall Islands.1990.1995.Democracy",1979,1989,11,0,TRUE
"1118","Marshall Islands",983,983,"Micronesia","Oceania","Amata Kabua","Democracy","Amata Kabua.Marshall Islands.1990.1995.Democracy",1990,1995,6,0,FALSE
"1119","Marshall Islands",983,983,"Micronesia","Oceania","Kunio Lemari","Democracy","Kunio Lemari.Marshall Islands.1996.1996.Democracy",1996,1996,1,1,FALSE
"1120","Marshall Islands",983,983,"Micronesia","Oceania","Imata Kabua","Democracy","Imata Kabua.Marshall Islands.1997.1999.Democracy",1997,1999,3,1,FALSE
"1121","Marshall Islands",983,983,"Micronesia","Oceania","Kessai Note","Democracy","Kessai Note.Marshall Islands.2000.2007.Democracy",2000,2007,8,1,FALSE
"1122","Marshall Islands",983,983,"Micronesia","Oceania","Litokwa Tomeing","Democracy","Litokwa Tomeing.Marshall Islands.2008.2008.Democracy",2008,2008,1,0,FALSE
"1123","Mauritania",435,435,"Western Africa","Africa","Moktar Ould Daddah","Non-democracy","Moktar Ould Daddah.Mauritania.1960.1977.Non-democracy",1958,1977,20,1,TRUE
"1124","Mauritania",435,435,"Western Africa","Africa","Mustapha Ould Salek","Non-democracy","Mustapha Ould Salek.Mauritania.1978.1978.Non-democracy",1978,1978,1,1,TRUE
"1125","Mauritania",435,435,"Western Africa","Africa","Mahmed Ould Louly","Non-democracy","Mahmed Ould Louly.Mauritania.1979.1979.Non-democracy",1979,1979,1,1,TRUE
"1126","Mauritania",435,435,"Western Africa","Africa","Mohammed Khouna Ould Haydalla","Non-democracy","Mohammed Khouna Ould Haydalla.Mauritania.1980.1983.Non-democracy",1980,1983,4,1,TRUE
"1127","Mauritania",435,435,"Western Africa","Africa","Moaouya Ould Sidi Ahmed Taya","Non-democracy","Moaouya Ould Sidi Ahmed Taya.Mauritania.1984.2004.Non-democracy",1984,1989,6,1,TRUE
"1128","Mauritania",435,435,"Western Africa","Africa","Moaouya Ould Sidi Ahmed Taya","Non-democracy","Moaouya Ould Sidi Ahmed Taya.Mauritania.1984.2004.Non-democracy",1990,2004,15,1,FALSE
"1129","Mauritania",435,435,"Western Africa","Africa","Ely Ould Mohamed Vall","Non-democracy","Ely Ould Mohamed Vall.Mauritania.2005.2006.Non-democracy",2005,2006,2,1,FALSE
"1130","Mauritania",435,435,"Western Africa","Africa","Zeine Ould Zeidane","Democracy","Zeine Ould Zeidane.Mauritania.2007.2007.Democracy",2007,2007,1,1,FALSE
"1131","Mauritania",435,435,"Western Africa","Africa","Mohamed Ould Abdel Aziz","Non-democracy","Mohamed Ould Abdel Aziz.Mauritania.2008.2008.Non-democracy",2008,2008,1,0,FALSE
"1132","Mauritius",590,590,"Eastern Africa","Africa","Seewoosagur Ramgoolam","Democracy","Seewoosagur Ramgoolam.Mauritius.1968.1981.Democracy",1961,1981,21,1,TRUE
"1133","Mauritius",590,590,"Eastern Africa","Africa","Anerood Jugnauth","Democracy","Anerood Jugnauth.Mauritius.1982.1994.Democracy",1982,1989,8,1,TRUE
"1134","Mauritius",590,590,"Eastern Africa","Africa","Anerood Jugnauth","Democracy","Anerood Jugnauth.Mauritius.1982.1994.Democracy",1990,1994,5,1,FALSE
"1135","Mauritius",590,590,"Eastern Africa","Africa","Navin Ramgoolam","Democracy","Navin Ramgoolam.Mauritius.1995.1999.Democracy",1995,1999,5,1,FALSE
"1136","Mauritius",590,590,"Eastern Africa","Africa","Anerood Jugnauth","Democracy","Anerood Jugnauth.Mauritius.2000.2002.Democracy",2000,2002,3,1,FALSE
"1137","Mauritius",590,590,"Eastern Africa","Africa","Paul Raymond Berenger","Democracy","Paul Raymond Berenger.Mauritius.2003.2004.Democracy",2003,2004,2,1,FALSE
"1138","Mauritius",590,590,"Eastern Africa","Africa","Navin(chandra) Ramgoolam","Democracy","Navin(chandra) Ramgoolam.Mauritius.2005.2008.Democracy",2005,2008,4,0,FALSE
"1139","Mexico",70,70,"Central America","Americas","Miguel Aleman","Non-democracy","Miguel Aleman.Mexico.1946.1951.Non-democracy",1946,1951,6,1,TRUE
"1140","Mexico",70,70,"Central America","Americas","Adolfo Ruiz Cortines","Non-democracy","Adolfo Ruiz Cortines.Mexico.1952.1957.Non-democracy",1952,1957,6,1,TRUE
"1141","Mexico",70,70,"Central America","Americas","Adolfo Lopez Mateos","Non-democracy","Adolfo Lopez Mateos.Mexico.1958.1963.Non-democracy",1958,1963,6,1,TRUE
"1142","Mexico",70,70,"Central America","Americas","Gustavo Diaz Ordaz","Non-democracy","Gustavo Diaz Ordaz.Mexico.1964.1969.Non-democracy",1964,1969,6,1,TRUE
"1143","Mexico",70,70,"Central America","Americas","Luis Echeverria Alvarez","Non-democracy","Luis Echeverria Alvarez.Mexico.1970.1975.Non-democracy",1970,1975,6,1,TRUE
"1144","Mexico",70,70,"Central America","Americas","Jose Lopez Portillo","Non-democracy","Jose Lopez Portillo.Mexico.1976.1981.Non-democracy",1976,1981,6,1,TRUE
"1145","Mexico",70,70,"Central America","Americas","Miguel de la Madrid","Non-democracy","Miguel de la Madrid.Mexico.1982.1987.Non-democracy",1982,1987,6,1,TRUE
"1146","Mexico",70,70,"Central America","Americas","Carlos Salinas de Gortari","Non-democracy","Carlos Salinas de Gortari.Mexico.1988.1993.Non-democracy",1988,1989,2,1,TRUE
"1147","Mexico",70,70,"Central America","Americas","Carlos Salinas de Gortari","Non-democracy","Carlos Salinas de Gortari.Mexico.1988.1993.Non-democracy",1990,1993,4,1,FALSE
"1148","Mexico",70,70,"Central America","Americas","Ernesto Zedillo","Non-democracy","Ernesto Zedillo.Mexico.1994.1999.Non-democracy",1994,1999,6,1,FALSE
"1149","Mexico",70,70,"Central America","Americas","Vicente Fox Quesada","Democracy","Vicente Fox Quesada.Mexico.2000.2005.Democracy",2000,2005,6,1,FALSE
"1150","Mexico",70,70,"Central America","Americas","Felipe de Jesï¿½s Calderï¿½n Hinojosa","Democracy","Felipe de Jesï¿½s Calderï¿½n Hinojosa.Mexico.2006.2008.Democracy",2006,2008,3,0,FALSE
"1151","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Bailey Olter","Democracy","Bailey Olter.Micronesia, Federated States of.1991.1995.Democracy",1991,1995,5,1,FALSE
"1152","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Jacob Nena","Democracy","Jacob Nena.Micronesia, Federated States of.1996.1998.Democracy",1996,1998,3,1,FALSE
"1153","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Leo Falcam","Democracy","Leo Falcam.Micronesia, Federated States of.1999.2002.Democracy",1999,2002,4,1,FALSE
"1154","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Joseph J. Urusemal","Democracy","Joseph J. Urusemal.Micronesia, Federated States of.2003.2006.Democracy",2003,2006,4,1,FALSE
"1155","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Manny Mori","Democracy","Manny Mori.Micronesia, Federated States of.2007.2008.Democracy",2007,2008,2,0,FALSE
"1156","Moldova",359,359,"Eastern Europe","Europe","Mirecea Snegur","Democracy","Mirecea Snegur.Moldova.1991.1995.Democracy",1991,1995,5,1,FALSE
"1157","Moldova",359,359,"Eastern Europe","Europe","Andrei Sangheli","Democracy","Andrei Sangheli.Moldova.1996.1996.Democracy",1996,1996,1,1,FALSE
"1158","Moldova",359,359,"Eastern Europe","Europe","Ion Ciubuc","Democracy","Ion Ciubuc.Moldova.1997.1998.Democracy",1997,1998,2,1,FALSE
"1159","Moldova",359,359,"Eastern Europe","Europe","Dumitru Braghis","Democracy","Dumitru Braghis.Moldova.1999.2000.Democracy",1999,2000,2,1,FALSE
"1160","Moldova",359,359,"Eastern Europe","Europe","Vasile Tarlev","Democracy","Vasile Tarlev.Moldova.2001.2007.Democracy",2001,2007,7,1,FALSE
"1161","Moldova",359,359,"Eastern Europe","Europe","Zinaida Greceanii","Democracy","Zinaida Greceanii.Moldova.2008.2008.Democracy",2008,2008,1,0,FALSE
"1162","Mongolia",712,712,"Eastern Asia","Asia","Yumjaagiyn Tsedenbal","Non-democracy","Yumjaagiyn Tsedenbal.Mongolia.1946.1953.Non-democracy",1940,1945,6,1,FALSE
"1163","Mongolia",712,712,"Eastern Asia","Asia","Yumjaagiyn Tsedenbal","Non-democracy","Yumjaagiyn Tsedenbal.Mongolia.1946.1953.Non-democracy",1946,1953,8,1,TRUE
"1164","Mongolia",712,712,"Eastern Asia","Asia","Dashiyn Damba","Non-democracy","Dashiyn Damba.Mongolia.1954.1957.Non-democracy",1954,1957,4,1,TRUE
"1165","Mongolia",712,712,"Eastern Asia","Asia","Yumjaagiyn Tsedenbal","Non-democracy","Yumjaagiyn Tsedenbal.Mongolia.1958.1983.Non-democracy",1958,1983,26,1,TRUE
"1166","Mongolia",712,712,"Eastern Asia","Asia","Jambyn Batmounkh","Non-democracy","Jambyn Batmounkh.Mongolia.1984.1989.Non-democracy",1984,1989,6,1,TRUE
"1167","Mongolia",712,712,"Eastern Asia","Asia","Punsalmaagiyn Ochirbat","Democracy","Punsalmaagiyn Ochirbat.Mongolia.1990.1991.Democracy",1990,1991,2,1,FALSE
"1168","Mongolia",712,712,"Eastern Asia","Asia","Puntsagiyn Jasray","Democracy","Puntsagiyn Jasray.Mongolia.1992.1995.Democracy",1992,1995,4,1,FALSE
"1169","Mongolia",712,712,"Eastern Asia","Asia","Mendsayhany Enkhsaikhan","Democracy","Mendsayhany Enkhsaikhan.Mongolia.1996.1997.Democracy",1996,1997,2,1,FALSE
"1170","Mongolia",712,712,"Eastern Asia","Asia","Janlaviyn Narantsatsralt","Democracy","Janlaviyn Narantsatsralt.Mongolia.1998.1998.Democracy",1998,1998,1,1,FALSE
"1171","Mongolia",712,712,"Eastern Asia","Asia","Rinchinnyamiyn Amarjargal","Democracy","Rinchinnyamiyn Amarjargal.Mongolia.1999.1999.Democracy",1999,1999,1,1,FALSE
"1172","Mongolia",712,712,"Eastern Asia","Asia","Nambaryn Enkhbayar","Democracy","Nambaryn Enkhbayar.Mongolia.2000.2003.Democracy",2000,2003,4,1,FALSE
"1173","Mongolia",712,712,"Eastern Asia","Asia","Tsakhiagiyn Elbegdorj","Democracy","Tsakhiagiyn Elbegdorj.Mongolia.2004.2005.Democracy",2004,2005,2,1,FALSE
"1174","Mongolia",712,712,"Eastern Asia","Asia","Miyeegombo Enkhbold","Democracy","Miyeegombo Enkhbold.Mongolia.2006.2006.Democracy",2006,2006,1,1,FALSE
"1175","Mongolia",712,712,"Eastern Asia","Asia","Sanj Bayar","Democracy","Sanj Bayar.Mongolia.2007.2008.Democracy",2007,2008,2,0,FALSE
"1176","Montenegro",341,NA,"Southern Europe","Europe","Filip Vujanovic","Non-democracy","Filip Vujanovic.Montenegro.2006.2008.Non-democracy",2003,2008,6,0,FALSE
"1177","Morocco",600,600,"Northern Africa","Africa","Muhammad V","Non-democracy","Muhammad V.Morocco.1956.1960.Non-democracy",1955,1960,6,0,TRUE
"1178","Morocco",600,600,"Northern Africa","Africa","Hassan II","Non-democracy","Hassan II.Morocco.1961.1998.Non-democracy",1961,1989,29,0,TRUE
"1179","Morocco",600,600,"Northern Africa","Africa","Hassan II","Non-democracy","Hassan II.Morocco.1961.1998.Non-democracy",1990,1998,9,0,FALSE
"1180","Morocco",600,600,"Northern Africa","Africa","Muhammad VI","Non-democracy","Muhammad VI.Morocco.1999.2008.Non-democracy",1999,2008,10,0,FALSE
"1181","Mozambique",541,541,"Eastern Africa","Africa","Samora Machel","Non-democracy","Samora Machel.Mozambique.1975.1985.Non-democracy",1975,1985,11,0,TRUE
"1182","Mozambique",541,541,"Eastern Africa","Africa","Joaquim Chissano","Non-democracy","Joaquim Chissano.Mozambique.1986.2004.Non-democracy",1986,1989,4,1,TRUE
"1183","Mozambique",541,541,"Eastern Africa","Africa","Joaquim Chissano","Non-democracy","Joaquim Chissano.Mozambique.1986.2004.Non-democracy",1990,2004,15,1,FALSE
"1184","Mozambique",541,541,"Eastern Africa","Africa","Armando Emï¿½lio Guebuza","Non-democracy","Armando Emï¿½lio Guebuza.Mozambique.2005.2008.Non-democracy",2005,2008,4,0,FALSE
"1185","Myanmar",775,775,"South-Eastern Asia","Asia","U Nu","Democracy","U Nu.Myanmar.1948.1955.Democracy",1947,1955,9,1,TRUE
"1186","Myanmar",775,775,"South-Eastern Asia","Asia","U Ba Swe","Democracy","U Ba Swe.Myanmar.1956.1956.Democracy",1956,1956,1,1,TRUE
"1187","Myanmar",775,775,"South-Eastern Asia","Asia","U Nu","Democracy","U Nu.Myanmar.1957.1957.Democracy",1957,1957,1,1,TRUE
"1188","Myanmar",775,775,"South-Eastern Asia","Asia","Ne Win","Non-democracy","Ne Win.Myanmar.1958.1959.Non-democracy",1958,1959,2,1,TRUE
"1189","Myanmar",775,775,"South-Eastern Asia","Asia","U Nu","Democracy","U Nu.Myanmar.1960.1961.Democracy",1960,1961,2,1,TRUE
"1190","Myanmar",775,775,"South-Eastern Asia","Asia","Ne Win","Non-democracy","Ne Win.Myanmar.1962.1987.Non-democracy",1962,1987,26,1,TRUE
"1191","Myanmar",775,775,"South-Eastern Asia","Asia","Khin Nyunt","Non-democracy","Khin Nyunt.Myanmar.1988.1991.Non-democracy",1988,1989,2,1,TRUE
"1192","Myanmar",775,775,"South-Eastern Asia","Asia","Khin Nyunt","Non-democracy","Khin Nyunt.Myanmar.1988.1991.Non-democracy",1990,1991,2,1,FALSE
"1193","Myanmar",775,775,"South-Eastern Asia","Asia","Than Shwe","Non-democracy","Than Shwe.Myanmar.1992.2008.Non-democracy",1992,2008,17,0,FALSE
"1194","Namibia",565,565,"Southern Africa","Africa","Sam Nujoma","Non-democracy","Sam Nujoma.Namibia.1990.2004.Non-democracy",1990,2004,15,1,FALSE
"1195","Namibia",565,565,"Southern Africa","Africa","Hifikepunye Lucas Pohamba","Non-democracy","Hifikepunye Lucas Pohamba.Namibia.2005.2008.Non-democracy",2005,2008,4,0,FALSE
"1196","Nauru",970,970,"Micronesia","Oceania","Hammer DeRoburt","Democracy","Hammer DeRoburt.Nauru.1968.1975.Democracy",1968,1975,8,1,TRUE
"1197","Nauru",970,970,"Micronesia","Oceania","Bernard Dowiyogo","Democracy","Bernard Dowiyogo.Nauru.1976.1977.Democracy",1976,1977,2,1,TRUE
"1198","Nauru",970,970,"Micronesia","Oceania","Hammer DeRoburt","Democracy","Hammer DeRoburt.Nauru.1978.1988.Democracy",1978,1988,11,1,TRUE
"1199","Nauru",970,970,"Micronesia","Oceania","Bernard Dowiyoyo","Democracy","Bernard Dowiyoyo.Nauru.1989.1994.Democracy",1989,1994,6,1,FALSE
"1200","Nauru",970,970,"Micronesia","Oceania","Lagumot Harris","Democracy","Lagumot Harris.Nauru.1995.1995.Democracy",1995,1995,1,1,FALSE
"1201","Nauru",970,970,"Micronesia","Oceania","Rueben Kun","Democracy","Rueben Kun.Nauru.1996.1996.Democracy",1996,1996,1,1,FALSE
"1202","Nauru",970,970,"Micronesia","Oceania","Kinza Clodumar","Democracy","Kinza Clodumar.Nauru.1997.1997.Democracy",1997,1997,1,1,FALSE
"1203","Nauru",970,970,"Micronesia","Oceania","Bernard Dowiyoyo","Democracy","Bernard Dowiyoyo.Nauru.1998.1998.Democracy",1998,1998,1,1,FALSE
"1204","Nauru",970,970,"Micronesia","Oceania","Rene Harris","Democracy","Rene Harris.Nauru.1999.1999.Democracy",1999,1999,1,1,FALSE
"1205","Nauru",970,970,"Micronesia","Oceania","Bernard Dowiyoyo","Democracy","Bernard Dowiyoyo.Nauru.2000.2000.Democracy",2000,2000,1,1,FALSE
"1206","Nauru",970,970,"Micronesia","Oceania","Rene Harris","Democracy","Rene Harris.Nauru.2001.2003.Democracy",2001,2003,3,1,FALSE
"1207","Nauru",970,970,"Micronesia","Oceania","Ludwig Scotty","Democracy","Ludwig Scotty.Nauru.2004.2006.Democracy",2004,2006,3,1,FALSE
"1208","Nauru",970,970,"Micronesia","Oceania","Marcus Stephen","Democracy","Marcus Stephen.Nauru.2007.2008.Democracy",2007,2008,2,0,FALSE
"1209","Nepal",790,790,"Southern Asia","Asia","Padma Shumshere Rana","Non-democracy","Padma Shumshere Rana.Nepal.1946.1947.Non-democracy",1945,1945,1,1,FALSE
"1210","Nepal",790,790,"Southern Asia","Asia","Padma Shumshere Rana","Non-democracy","Padma Shumshere Rana.Nepal.1946.1947.Non-democracy",1946,1947,2,1,TRUE
"1211","Nepal",790,790,"Southern Asia","Asia","Mohan Shumshere Rana","Non-democracy","Mohan Shumshere Rana.Nepal.1948.1950.Non-democracy",1948,1950,3,1,TRUE
"1212","Nepal",790,790,"Southern Asia","Asia","Tribhuwan Bir Bikram Shah Deva","Non-democracy","Tribhuwan Bir Bikram Shah Deva.Nepal.1951.1954.Non-democracy",1951,1954,4,0,TRUE
"1213","Nepal",790,790,"Southern Asia","Asia","Mahendra Bir Bikram Shah Deva","Non-democracy","Mahendra Bir Bikram Shah Deva.Nepal.1955.1971.Non-democracy",1955,1971,17,0,TRUE
"1214","Nepal",790,790,"Southern Asia","Asia","Birendra Bir Bikram Shah Deva","Non-democracy","Birendra Bir Bikram Shah Deva.Nepal.1972.1989.Non-democracy",1972,1989,18,1,TRUE
"1215","Nepal",790,790,"Southern Asia","Asia","Birendra Bir Bikram Shah Deva","Democracy","Birendra Bir Bikram Shah Deva.Nepal.1990.1990.Democracy",1990,1990,1,1,FALSE
"1216","Nepal",790,790,"Southern Asia","Asia","Girija Prasad Koirala","Democracy","Girija Prasad Koirala.Nepal.1991.1993.Democracy",1991,1993,3,1,FALSE
"1217","Nepal",790,790,"Southern Asia","Asia","Man Mohan Adhikari","Democracy","Man Mohan Adhikari.Nepal.1994.1994.Democracy",1994,1994,1,1,FALSE
"1218","Nepal",790,790,"Southern Asia","Asia","Sher Bahadur Deuba","Democracy","Sher Bahadur Deuba.Nepal.1995.1996.Democracy",1995,1996,2,1,FALSE
"1219","Nepal",790,790,"Southern Asia","Asia","Surya Bahadur Thapa","Democracy","Surya Bahadur Thapa.Nepal.1997.1997.Democracy",1997,1997,1,1,FALSE
"1220","Nepal",790,790,"Southern Asia","Asia","Girija Prasad Koirala","Democracy","Girija Prasad Koirala.Nepal.1998.1998.Democracy",1998,1998,1,1,FALSE
"1221","Nepal",790,790,"Southern Asia","Asia","Krishna Prasad Bhattarai","Democracy","Krishna Prasad Bhattarai.Nepal.1999.1999.Democracy",1999,1999,1,1,FALSE
"1222","Nepal",790,790,"Southern Asia","Asia","Girija Prasad Koirala","Democracy","Girija Prasad Koirala.Nepal.2000.2000.Democracy",2000,2000,1,1,FALSE
"1223","Nepal",790,790,"Southern Asia","Asia","Sher Bahadur Deuba","Democracy","Sher Bahadur Deuba.Nepal.2001.2001.Democracy",2001,2001,1,1,FALSE
"1224","Nepal",790,790,"Southern Asia","Asia","Gyanendra Bir Bikram Shah Deva","Non-democracy","Gyanendra Bir Bikram Shah Deva.Nepal.2002.2007.Non-democracy",2002,2007,6,1,FALSE
"1225","Nepal",790,790,"Southern Asia","Asia","Pushpa Kamal Dahal","Democracy","Pushpa Kamal Dahal.Nepal.2008.2008.Democracy",2008,2008,1,0,FALSE
"1226","Netherlands",210,210,"Western Europe","Europe","Louis Beel","Democracy","Louis Beel.Netherlands.1946.1947.Democracy",1946,1947,2,1,TRUE
"1227","Netherlands",210,210,"Western Europe","Europe","Willem Drees","Democracy","Willem Drees.Netherlands.1948.1957.Democracy",1948,1957,10,1,TRUE
"1228","Netherlands",210,210,"Western Europe","Europe","Louis Beel","Democracy","Louis Beel.Netherlands.1958.1958.Democracy",1958,1958,1,1,TRUE
"1229","Netherlands",210,210,"Western Europe","Europe","Jan de Quay","Democracy","Jan de Quay.Netherlands.1959.1962.Democracy",1959,1962,4,1,TRUE
"1230","Netherlands",210,210,"Western Europe","Europe","Victor Marijnen","Democracy","Victor Marijnen.Netherlands.1963.1964.Democracy",1963,1964,2,1,TRUE
"1231","Netherlands",210,210,"Western Europe","Europe","Joseph Cals","Democracy","Joseph Cals.Netherlands.1965.1966.Democracy",1965,1966,2,1,TRUE
"1232","Netherlands",210,210,"Western Europe","Europe","Petrus de Jong","Democracy","Petrus de Jong.Netherlands.1967.1970.Democracy",1967,1970,4,1,TRUE
"1233","Netherlands",210,210,"Western Europe","Europe","Barend Biesheuvel","Democracy","Barend Biesheuvel.Netherlands.1971.1972.Democracy",1971,1972,2,1,TRUE
"1234","Netherlands",210,210,"Western Europe","Europe","Johannes den Uyl","Democracy","Johannes den Uyl.Netherlands.1973.1976.Democracy",1973,1976,4,1,TRUE
"1235","Netherlands",210,210,"Western Europe","Europe","Andreas van Agt","Democracy","Andreas van Agt.Netherlands.1977.1981.Democracy",1977,1981,5,1,TRUE
"1236","Netherlands",210,210,"Western Europe","Europe","Rudolphus Lubbers","Democracy","Rudolphus Lubbers.Netherlands.1982.1993.Democracy",1982,1989,8,1,TRUE
